member_id,total_transactions,unique_items,transaction_days,avg_items_per_transaction,anomaly_vote,anomaly_weighted,anomaly_score
3959,14,13,6,2.3333333333333335,0,0,0.0937122104042623
1590,6,6,3,2.0,0,0,0.3891090100092098
1962,10,9,3,3.3333333333333335,0,0,0.30982646823355536
1766,5,4,2,2.5,0,0,0.27293433720218946
2551,6,6,3,2.0,0,0,0.30598491039717973
2294,23,17,9,2.5555555555555554,1,1,0.5575156751516279
4531,17,16,7,2.4285714285714284,0,0,0.22374499033269954
2957,19,17,7,2.7142857142857144,0,0,0.4265509411128458
4415,8,7,4,2.0,0,0,0.17042417448637023
1476,13,11,6,2.1666666666666665,0,0,0.14042548657663934
3978,5,4,2,2.5,0,0,0.3362178666970701
2062,8,7,3,2.6666666666666665,0,0,0.08004969173900699
3252,12,11,5,2.4,0,0,0.16313897319771567
1491,11,10,5,2.2,0,0,0.08364085509550612
3526,10,10,5,2.0,0,0,0.154924952144237
4060,7,7,3,2.3333333333333335,0,0,0.04581324955830023
1067,8,7,3,2.6666666666666665,0,0,0.13882397031322294
2840,15,13,6,2.5,0,0,0.17723696579732284
4484,6,6,3,2.0,0,0,0.23435388397384926
3130,6,5,3,2.0,0,0,0.2630269748037118
4273,8,8,4,2.0,0,0,0.20443181248099496
4565,2,1,1,2.0,1,0,0.40440146621585527
2504,11,9,5,2.2,0,0,0.08219375448541631
4127,11,10,4,2.75,0,0,0.06102271574189903
2690,17,15,7,2.4285714285714284,0,0,0.1994345721512536
4129,17,16,7,2.4285714285714284,0,0,0.2281461879228367
4511,7,6,3,2.3333333333333335,0,0,0.11111531715444405
4369,10,9,4,2.5,0,0,0.021027714015325234
1302,10,9,4,2.5,0,0,0.04050049324575143
3326,4,4,2,2.0,0,0,0.2681420445730957
2066,12,11,4,3.0,0,0,0.10284937262566103
3483,15,13,6,2.5,0,0,0.11598196913488955
1807,6,6,3,2.0,0,0,0.15982684235453057
2067,9,8,4,2.25,0,0,0.07514399679756793
2884,8,7,4,2.0,0,0,0.16362854611994665
2908,8,7,3,2.6666666666666665,0,0,0.20506015632902588
1330,11,8,4,2.75,0,0,0.29794270489230507
2293,19,17,8,2.375,0,0,0.2938413320484949
3718,18,16,6,3.0,0,0,0.19044984874872836
3486,12,11,5,2.4,0,0,0.08921145977338897
2857,15,14,6,2.5,0,0,0.16158399702090728
3684,13,11,6,2.1666666666666665,0,0,0.1595904984652854
3120,24,17,10,2.4,0,1,0.4960982483954923
3872,30,21,10,3.0,1,1,0.6870007146905253
2777,10,6,4,2.5,0,0,0.37854366800740596
4796,14,12,5,2.8,0,0,0.06940603257761437
1564,8,7,4,2.0,0,0,0.07823828034275586
2740,4,4,2,2.0,0,0,0.2480174070201081
1833,10,10,4,2.5,0,0,0.10249754362281312
1757,15,15,4,3.75,0,0,0.35879814192631915
2975,13,10,5,2.6,0,0,0.08617564179862734
4032,4,4,2,2.0,0,0,0.24854429870945616
3979,4,4,2,2.0,0,0,0.3953625264605929
3772,8,8,4,2.0,0,0,0.07663251681363197
4523,12,11,6,2.0,0,0,0.203102627938705
4004,10,10,2,5.0,1,1,0.730871823257115
2936,5,4,2,2.5,0,0,0.39104872243842387
2394,29,21,10,2.9,1,1,0.7112235229683336
4616,13,11,6,2.1666666666666665,0,0,0.11957473293049799
2362,14,13,5,2.8,0,0,0.08641440506219154
3593,23,19,10,2.3,0,0,0.4666840771045783
4601,15,14,7,2.142857142857143,0,0,0.21312963143405775
4382,4,4,2,2.0,0,0,0.4570317933440113
2718,20,16,8,2.5,0,0,0.26899823218151364
4691,8,8,3,2.6666666666666665,0,0,0.13506998114444882
3735,9,8,4,2.25,0,0,0.08701512682960884
3900,14,11,5,2.8,0,0,0.09682803222530671
4959,12,9,5,2.4,0,0,0.25301853554124043
1815,11,10,5,2.2,0,0,0.0661749293709472
2454,20,15,7,2.857142857142857,0,0,0.2654031944631701
4778,15,13,5,3.0,0,0,0.17309187058174166
2289,16,15,7,2.2857142857142856,0,0,0.21575731397548834
1734,17,16,6,2.8333333333333335,0,0,0.2069203650339085
4605,6,6,3,2.0,0,0,0.11394029638849461
4864,25,17,10,2.5,1,1,0.7415941021344139
4205,4,4,2,2.0,0,0,0.16796982327204804
1862,15,14,5,3.0,0,0,0.11849675010396621
1846,12,10,5,2.4,0,0,0.15885342276054296
2019,18,15,7,2.5714285714285716,0,0,0.1657364296679278
2042,14,14,6,2.3333333333333335,0,0,0.22334787108136026
1768,20,17,7,2.857142857142857,0,0,0.2656275606679592
3557,11,10,4,2.75,0,0,0.03618664223233724
3975,4,4,2,2.0,0,0,0.17988302682446122
4198,5,5,2,2.5,0,0,0.11575069245141167
2580,12,10,5,2.4,0,0,0.07169431653317872
3474,16,14,7,2.2857142857142856,0,0,0.17576622721383636
1678,8,8,4,2.0,0,0,0.3075986849893844
4254,6,6,3,2.0,0,0,0.10028956119893657
4704,11,10,4,2.75,0,0,0.10764449925920172
3343,10,10,5,2.0,0,0,0.13674823876963524
3093,2,2,1,2.0,0,0,0.2211173225478523
2170,10,10,3,3.3333333333333335,0,0,0.1751316120773625
4867,11,9,5,2.2,0,0,0.06967348287376211
3899,16,14,5,3.2,0,0,0.21309408968344626
2941,12,10,6,2.0,0,0,0.17472791876529606
1958,7,7,2,3.5,0,0,0.27444047772517705
4413,7,7,3,2.3333333333333335,0,0,0.16023685850861605
1737,21,17,6,3.5,0,0,0.3536376977819875
4202,13,11,6,2.1666666666666665,0,0,0.1724804479634312
1065,14,12,6,2.3333333333333335,0,0,0.281680681073232
3819,10,10,2,5.0,1,1,0.7188007800874381
2854,11,10,4,2.75,0,0,0.03951411499441191
4530,4,3,2,2.0,0,1,0.5140045080776021
4191,13,12,6,2.1666666666666665,0,0,0.13484986749095387
3102,8,6,4,2.0,0,0,0.2541679096232101
1946,12,10,6,2.0,0,0,0.1942576405450537
2156,9,9,4,2.25,0,0,0.09089223272490883
1444,20,16,6,3.3333333333333335,0,0,0.29377792625306104
1699,10,10,4,2.5,0,0,0.1139117552773317
4954,8,7,4,2.0,0,0,0.15756479081539473
2207,8,8,4,2.0,0,0,0.07663251681363197
4826,13,10,6,2.1666666666666665,0,0,0.16582212032284396
2374,14,14,5,2.8,0,0,0.21418309173148464
1604,8,8,4,2.0,0,0,0.2382050746949982
4437,23,20,9,2.5555555555555554,0,0,0.46180896388378095
2319,7,5,2,3.5,1,1,0.5629231067425834
3018,6,6,3,2.0,0,0,0.17705547629789606
1195,6,6,3,2.0,0,0,0.13189698461591354
3017,6,6,3,2.0,0,0,0.1141500462753654
3384,10,10,5,2.0,0,0,0.202606192432263
1918,4,4,2,2.0,0,0,0.14006261382816543
2524,28,22,10,2.8,1,1,0.6051092295092598
2798,8,7,4,2.0,0,0,0.12610026724943935
2096,2,2,1,2.0,0,0,0.3964455624045606
1489,13,12,5,2.6,0,0,0.07706369397838482
1431,9,9,4,2.25,0,0,0.09391092873069301
2747,12,11,6,2.0,0,0,0.14496981901259023
2691,10,10,5,2.0,0,0,0.20989269397388646
3027,9,9,4,2.25,0,0,0.1347093325254525
4452,4,3,2,2.0,0,0,0.3012245679832115
3523,16,12,7,2.2857142857142856,0,0,0.27360418912153
2128,11,10,5,2.2,0,0,0.14636055910035842
4762,13,10,6,2.1666666666666665,0,0,0.20965306781930715
1632,14,13,6,2.3333333333333335,0,0,0.1199427865931592
4018,17,14,7,2.4285714285714284,0,0,0.22474226824547494
1722,14,9,6,2.3333333333333335,0,0,0.2731516055673437
1438,17,15,6,2.8333333333333335,0,0,0.17206770118187273
3958,6,5,3,2.0,0,0,0.1703366913496207
3292,6,6,3,2.0,0,0,0.089631611302031
2861,12,6,5,2.4,1,1,0.6459379141582956
1509,18,16,6,3.0,0,0,0.3079439648946592
2364,15,12,4,3.75,0,0,0.2581376310214434
3084,14,14,7,2.0,0,0,0.32193607349024295
4740,10,10,4,2.5,0,0,0.10043165476788685
1072,4,4,2,2.0,0,0,0.3347438143239196
4196,10,7,5,2.0,0,0,0.2170113134845104
4814,15,13,6,2.5,0,0,0.20733307746447927
4584,10,9,5,2.0,0,0,0.13571956096084278
2751,12,11,5,2.4,0,0,0.06652810692754613
4670,7,5,3,2.3333333333333335,0,0,0.4846009741299375
4566,13,12,6,2.1666666666666665,0,0,0.12995134522048446
2371,6,5,3,2.0,0,0,0.26789201425447146
3442,13,12,5,2.6,0,0,0.11707978876992564
3090,22,19,9,2.4444444444444446,0,0,0.4066602514660062
1457,12,11,6,2.0,0,0,0.25180074922322376
4952,15,12,7,2.142857142857143,0,0,0.34707887700352513
3165,18,14,5,3.6,0,0,0.2468482939056554
2608,8,8,4,2.0,0,0,0.10967424214368166
2040,15,15,6,2.5,0,0,0.23554490265469621
1327,18,15,8,2.25,0,0,0.3176376429379165
3363,13,12,6,2.1666666666666665,0,0,0.11693775400638173
1731,12,10,6,2.0,0,0,0.15336360907982552
1332,15,14,5,3.0,0,0,0.18114572292060382
3145,8,7,4,2.0,0,0,0.08772205812010696
1099,6,6,3,2.0,0,0,0.11484716654402645
3188,6,6,3,2.0,0,0,0.21521425497570212
3748,11,10,4,2.75,0,0,0.05633884823663146
4655,10,8,4,2.5,0,0,0.14865675052286303
1827,23,19,9,2.5555555555555554,0,1,0.4946654138197104
2485,7,7,3,2.3333333333333335,0,0,0.11817513180571249
4683,21,19,9,2.3333333333333335,0,0,0.4228948852668853
4358,6,6,3,2.0,0,0,0.13106817960635547
1931,16,13,6,2.6666666666666665,0,0,0.15770583107135347
2490,6,6,3,2.0,0,0,0.2537122459268741
4842,12,11,5,2.4,0,0,0.06435079570734681
2785,10,9,5,2.0,0,0,0.19536132028725214
3591,8,7,3,2.6666666666666665,0,0,0.15824384599697874
3896,11,10,4,2.75,0,0,0.04643597416660274
3842,9,9,4,2.25,0,0,0.1620075779518297
2648,13,10,5,2.6,0,0,0.2003471750768596
4688,16,15,5,3.2,0,0,0.20506343429420956
3511,14,14,7,2.0,0,0,0.3154742748694377
3810,6,5,2,3.0,0,0,0.2194088744391487
4348,12,9,5,2.4,0,0,0.20362954778130304
3584,14,11,7,2.0,0,0,0.2127843757534307
2716,16,14,7,2.2857142857142856,0,0,0.17235249105571757
3797,15,11,6,2.5,0,0,0.258493135920393
2976,5,5,2,2.5,0,0,0.168629678910879
3752,27,22,6,4.5,1,1,0.7506481400467626
1659,15,14,7,2.142857142857143,0,0,0.22668147698467248
4109,13,12,6,2.1666666666666665,0,0,0.13098911954632916
1542,13,9,6,2.1666666666666665,0,0,0.19973133212765903
2068,12,10,5,2.4,0,0,0.07061032821992232
4646,12,10,6,2.0,0,0,0.19441516753280974
2122,10,10,4,2.5,0,0,0.16078153883164237
2730,11,11,4,2.75,0,0,0.1406458437317455
1800,12,10,4,3.0,0,0,0.10723748999247801
1138,6,6,3,2.0,0,0,0.13339488824684662
4104,16,14,7,2.2857142857142856,0,0,0.305296034900642
4985,8,7,4,2.0,0,0,0.33416590639454063
3181,14,13,6,2.3333333333333335,0,0,0.10392406401911984
3178,12,12,5,2.4,0,0,0.15591847349444843
1688,2,2,1,2.0,0,0,0.2211173225478523
4975,13,13,5,2.6,0,0,0.24406634444268324
4697,12,9,5,2.4,0,0,0.268710122338009
4742,15,14,4,3.75,0,0,0.34295707236717177
2640,2,1,1,2.0,1,0,0.40440146621585527
2548,10,10,4,2.5,0,0,0.12260698753836817
2825,10,10,5,2.0,0,0,0.1925713796749773
2592,16,15,6,2.6666666666666665,0,0,0.17660355769951988
4852,20,19,8,2.5,0,0,0.42118978405421514
1839,11,11,5,2.2,0,0,0.1431495147082473
2413,14,10,6,2.3333333333333335,0,0,0.33135109793927675
2982,12,12,5,2.4,0,0,0.15817410188708267
1981,4,4,2,2.0,0,0,0.45857904449582415
4440,12,10,6,2.0,0,0,0.1924955728195891
3497,23,17,5,4.6,1,1,0.7340348709734258
3668,13,9,6,2.1666666666666665,0,0,0.30751376044912154
4460,8,8,3,2.6666666666666665,0,0,0.18857582612960663
1335,12,11,4,3.0,0,0,0.1346405978969836
4303,25,20,9,2.7777777777777777,0,0,0.47816499411810504
3508,17,15,7,2.4285714285714284,0,0,0.22872562020649187
3856,13,11,6,2.1666666666666665,0,0,0.12301078481506374
3141,17,16,7,2.4285714285714284,0,0,0.25520399455479276
4640,9,8,3,3.0,0,0,0.10590671574525536
3306,16,11,7,2.2857142857142856,0,0,0.257147254648082
1156,2,2,1,2.0,0,0,0.3964455624045606
4596,10,10,5,2.0,0,0,0.18393769260007056
1245,20,15,7,2.857142857142857,0,0,0.2955052950108255
1515,13,12,6,2.1666666666666665,0,0,0.16855519238285174
2564,10,9,4,2.5,0,0,0.05089846377055529
4527,11,10,5,2.2,0,0,0.16037114817506457
2487,4,4,2,2.0,0,0,0.12394067739325565
3420,6,6,3,2.0,0,0,0.10862631041282948
4442,14,13,5,2.8,0,0,0.10609876778028754
3164,21,16,6,3.5,0,0,0.3678301372554913
3176,13,11,6,2.1666666666666665,0,0,0.14157308622939221
2568,19,16,7,2.7142857142857144,0,0,0.29107143905412314
1856,8,8,4,2.0,0,0,0.14318038779037956
3859,4,4,2,2.0,0,0,0.13122978304330837
1668,11,11,4,2.75,0,0,0.10365909600024253
4499,15,15,6,2.5,0,0,0.2345817602468272
1753,17,14,7,2.4285714285714284,0,0,0.27925903076281544
3829,9,8,3,3.0,0,0,0.21751119358368262
4825,14,14,6,2.3333333333333335,0,0,0.29073261283365914
3694,11,9,5,2.2,0,0,0.28243000516544653
4147,12,10,4,3.0,0,0,0.05974190935373685
2196,14,13,5,2.8,0,0,0.11641010294951289
4724,4,4,2,2.0,0,0,0.13167829618433746
3066,12,9,6,2.0,0,0,0.32761944366471396
4769,12,12,5,2.4,0,0,0.13532363836013636
4711,8,7,4,2.0,0,0,0.08579394381425647
2391,15,13,6,2.5,0,0,0.3371759975601463
1216,14,14,4,3.5,0,0,0.29767118975798873
3911,16,14,6,2.6666666666666665,0,0,0.13199268081590074
1385,15,15,5,3.0,0,0,0.2516621120285811
1158,11,9,4,2.75,0,0,0.14517472100065987
2733,6,5,3,2.0,0,0,0.24106594119985028
4999,16,14,6,2.6666666666666665,0,0,0.20711057186225434
2882,11,8,4,2.75,0,0,0.12941290881124243
2590,10,10,5,2.0,0,0,0.18617718643346995
3012,6,5,3,2.0,0,0,0.24168589709744537
1533,6,6,3,2.0,0,0,0.29079372118525426
1667,2,2,1,2.0,0,0,0.2211173225478523
4323,12,11,5,2.4,0,0,0.0591668156449033
2087,10,9,4,2.5,0,0,0.07075337134360772
1853,9,9,4,2.25,0,0,0.14227514029733543
2157,11,10,4,2.75,0,0,0.10046527720137736
2049,9,7,4,2.25,0,0,0.14201343253761725
3122,24,19,9,2.6666666666666665,0,0,0.42545716911123255
2245,8,7,4,2.0,0,0,0.15759885784905528
4746,14,13,6,2.3333333333333335,0,0,0.14265351310768695
4224,12,8,6,2.0,0,0,0.3538464734279673
4219,8,7,4,2.0,0,0,0.1253912654620335
2641,12,12,5,2.4,0,0,0.1719334614122324
3173,2,2,1,2.0,0,0,0.3964455624045606
2191,10,10,4,2.5,0,0,0.05140323893193386
1902,7,7,3,2.3333333333333335,0,0,0.032716701219507004
1347,14,12,4,3.5,0,0,0.18451011560729025
1578,8,8,4,2.0,0,0,0.16331480426273068
4632,10,9,5,2.0,0,0,0.13617795479674485
3452,8,8,4,2.0,0,0,0.13810689837421833
4822,12,10,6,2.0,0,0,0.15595212425598284
1672,6,6,3,2.0,0,0,0.23593423816555234
3368,6,6,3,2.0,0,0,0.10763449067773673
1283,17,14,7,2.4285714285714284,0,0,0.47332827758209445
4428,6,6,3,2.0,0,0,0.3697230313960349
2577,8,7,4,2.0,0,0,0.31991285082377624
1973,2,2,1,2.0,0,0,0.3964455624045606
3284,16,15,7,2.2857142857142856,0,0,0.20396527506141804
2226,13,11,6,2.1666666666666665,0,0,0.14284027032832014
1932,20,18,9,2.2222222222222223,0,0,0.4060269305942537
4506,2,2,1,2.0,0,0,0.2211173225478523
1843,9,9,4,2.25,0,0,0.07306706759609576
1651,16,15,7,2.2857142857142856,0,0,0.2035670472705697
3997,10,8,4,2.5,0,0,0.1309561385418813
3579,13,11,5,2.6,0,0,0.07335680626484721
2496,8,8,4,2.0,0,0,0.1740636224487533
3590,14,13,6,2.3333333333333335,0,0,0.14904859341479726
2890,6,6,2,3.0,0,0,0.21411942833524597
1401,4,3,2,2.0,0,0,0.2856462984028912
3297,12,12,5,2.4,0,0,0.14907380607854892
1365,12,9,6,2.0,0,0,0.3102600894004058
2355,12,12,5,2.4,0,0,0.13625443725434538
1170,20,15,7,2.857142857142857,0,0,0.26727946102658046
3554,8,8,4,2.0,0,0,0.11594736398968142
4171,8,7,3,2.6666666666666665,0,0,0.11317172905577773
3963,14,13,5,2.8,0,0,0.2107501374715759
3076,4,4,2,2.0,0,0,0.4677846035150511
1629,6,6,3,2.0,0,0,0.08075002769968442
1366,25,20,6,4.166666666666667,1,1,0.6771115941434959
2844,2,2,1,2.0,0,0,0.2211173225478523
1234,10,9,4,2.5,0,0,0.07591456820250166
3001,4,4,2,2.0,0,0,0.159111734092876
3587,11,11,5,2.2,0,0,0.13591975204515552
2700,9,8,4,2.25,0,0,0.12172540190782773
3838,6,6,3,2.0,0,0,0.12491763477154698
4045,11,11,4,2.75,0,0,0.17318219004370797
1858,5,5,2,2.5,0,0,0.3175000906474706
2280,4,4,2,2.0,0,0,0.16549690203750697
1685,8,7,4,2.0,0,0,0.0784917368184519
2349,16,15,7,2.2857142857142856,0,0,0.20828033632383947
1463,6,5,3,2.0,0,0,0.23956580442759356
3470,9,9,3,3.0,0,0,0.24500594074860413
3387,7,7,3,2.3333333333333335,0,0,0.03492281825653178
3167,7,6,3,2.3333333333333335,0,0,0.1298990332160295
3175,14,12,6,2.3333333333333335,0,0,0.14626984621909578
2678,11,10,4,2.75,0,0,0.07613060678251693
4627,4,4,2,2.0,0,0,0.4823233881502833
1773,9,8,4,2.25,0,0,0.12107925379467677
3100,12,12,5,2.4,0,0,0.12942020183879555
3232,16,14,7,2.2857142857142856,0,0,0.2156119064075909
3673,8,8,4,2.0,0,0,0.1779687029130693
4068,12,11,4,3.0,0,0,0.07895568189361017
2340,18,13,7,2.5714285714285716,0,0,0.2736493287880329
1930,13,11,6,2.1666666666666665,0,0,0.15480966674922406
1617,9,9,4,2.25,0,0,0.07186063049326606
1028,13,11,5,2.6,0,0,0.0553069940197975
1429,5,5,2,2.5,0,0,0.2894907170052719
1225,21,18,7,3.0,0,0,0.49173978535930446
2509,8,7,4,2.0,0,0,0.08291317186508305
4945,2,2,1,2.0,0,0,0.3964455624045606
4342,10,6,5,2.0,1,1,0.576911245676079
1832,16,15,6,2.6666666666666665,0,0,0.19031668985116965
1512,10,10,4,2.5,0,0,0.07484642028277132
4686,13,10,6,2.1666666666666665,0,0,0.1732663555461822
4986,12,11,4,3.0,0,0,0.06840552434860993
2755,15,10,6,2.5,0,0,0.4150836350489784
4532,6,6,3,2.0,0,0,0.15855236693470046
2070,24,20,9,2.6666666666666665,1,1,0.5430980173298695
1894,14,12,4,3.5,0,0,0.2764505679548977
3473,6,4,3,2.0,0,1,0.5209348033258684
2140,6,6,3,2.0,0,0,0.1312465680599049
3286,4,4,2,2.0,0,0,0.3458558268602358
4729,6,6,3,2.0,0,0,0.15801890066083588
3204,11,10,5,2.2,0,0,0.14317624439107943
1574,23,20,10,2.3,1,0,0.4904655126455526
1776,14,11,6,2.3333333333333335,0,0,0.1676233731428143
2009,6,6,3,2.0,0,0,0.12387338969850513
3479,8,8,4,2.0,0,0,0.16147522922244226
1337,4,4,2,2.0,0,0,0.3545382184367177
3574,14,12,6,2.3333333333333335,0,0,0.09539392908852096
1727,6,5,2,3.0,0,0,0.24575509447872204
1016,11,10,4,2.75,0,0,0.1256751560936941
1990,6,6,3,2.0,0,0,0.13222995864363996
3836,6,5,2,3.0,1,1,0.5638714469136966
4560,4,4,2,2.0,0,0,0.17970802043446255
1119,2,2,1,2.0,0,0,0.2211173225478523
1379,28,26,11,2.5454545454545454,1,1,0.7720719199773076
1658,12,12,5,2.4,0,0,0.12990199055270782
2948,10,9,4,2.5,0,0,0.025546162757304768
1273,4,4,2,2.0,0,0,0.13262725095650407
1774,12,10,5,2.4,0,0,0.07106520121379338
4441,16,14,6,2.6666666666666665,0,0,0.12258484443398265
1929,21,15,7,3.0,0,0,0.2831685885278898
2467,12,11,6,2.0,0,0,0.2213061614268049
3423,8,7,4,2.0,0,0,0.07878133514450958
4223,17,16,7,2.4285714285714284,0,0,0.2087332614459827
2846,6,6,3,2.0,0,0,0.17211521375636898
4789,11,9,5,2.2,0,0,0.08521938798818425
4916,13,12,5,2.6,0,0,0.18164327737688443
2518,12,12,4,3.0,0,0,0.21475443333864622
4321,18,17,6,3.0,0,0,0.2259940148858075
2050,4,4,2,2.0,0,0,0.15745899182014955
2146,6,6,3,2.0,0,0,0.0825013535485325
3938,16,15,7,2.2857142857142856,0,0,0.18921956680200627
1636,12,10,6,2.0,0,0,0.291420005083266
2432,14,10,7,2.0,1,1,0.5776375790518163
4937,16,15,7,2.2857142857142856,0,0,0.2919638207018124
1293,11,10,4,2.75,0,0,0.03464132625604328
2883,10,10,4,2.5,0,0,0.1119156488309778
4792,4,3,2,2.0,0,0,0.40128857293386483
2292,2,2,1,2.0,0,0,0.2211173225478523
1018,8,8,4,2.0,0,0,0.07611897207649083
4922,10,10,5,2.0,0,0,0.22635409746359528
3151,6,6,3,2.0,0,0,0.1244360225514346
2517,27,23,9,3.0,1,1,0.5715958319343687
1499,10,8,5,2.0,0,0,0.2532178132023788
4993,10,10,5,2.0,0,0,0.18499496944296487
1606,8,8,4,2.0,0,0,0.16027480774807426
2918,21,17,8,2.625,0,0,0.2759225552109334
3456,13,11,5,2.6,0,0,0.11388446572692368
1597,8,6,4,2.0,0,0,0.12749395573788086
2315,14,13,7,2.0,0,0,0.2135235289352286
3680,9,9,4,2.25,0,0,0.20761207908076632
2847,13,13,6,2.1666666666666665,0,0,0.23395642056150776
3426,8,6,4,2.0,0,0,0.4044692355485225
1384,15,12,7,2.142857142857143,0,0,0.314542670836684
1081,16,13,5,3.2,0,0,0.15889930195376417
1171,10,9,5,2.0,0,0,0.11338187916760338
4932,14,12,6,2.3333333333333335,0,0,0.10228779127106913
4189,6,6,2,3.0,0,0,0.12659816870256999
4455,16,13,8,2.0,0,0,0.33934660333697925
2928,9,8,4,2.25,0,0,0.1099528406463619
4817,12,12,5,2.4,0,0,0.13829001147191852
4257,13,13,6,2.1666666666666665,0,0,0.19423728156271955
4071,9,9,4,2.25,0,0,0.07932298989430785
2109,10,10,4,2.5,0,0,0.09898011599133993
1412,12,12,4,3.0,0,0,0.1591837721257221
4363,6,6,3,2.0,0,0,0.12082018588629911
2107,19,16,6,3.1666666666666665,0,0,0.31825372305024596
1497,9,8,4,2.25,0,0,0.2424415288981843
2211,13,11,4,3.25,0,0,0.25186992634672317
3510,2,2,1,2.0,0,0,0.2211173225478523
4074,9,8,4,2.25,0,0,0.11717287602845028
3190,12,12,4,3.0,0,0,0.33447395293250376
2297,2,2,1,2.0,0,0,0.3964455624045606
3311,8,8,3,2.6666666666666665,0,0,0.0961221729833757
3085,4,4,2,2.0,0,0,0.14041182667220778
4859,8,7,4,2.0,0,0,0.14906502752705555
2125,6,6,2,3.0,0,0,0.22570086192501101
2261,13,11,6,2.1666666666666665,0,0,0.11278638376276506
4165,20,17,8,2.5,0,0,0.3595151241353271
3538,6,5,3,2.0,0,0,0.25314948979722823
3913,12,10,4,3.0,0,0,0.06791530794354707
2336,11,9,4,2.75,0,0,0.22483377715424624
3549,20,17,8,2.5,0,0,0.2755090004704582
4434,15,14,6,2.5,0,0,0.09741828658392311
3413,10,8,5,2.0,0,0,0.20407310185619368
1780,21,15,5,4.2,0,1,0.5436303041014593
2899,11,10,4,2.75,0,0,0.09632896963729033
2106,12,9,5,2.4,0,0,0.09402538367900083
3857,14,12,5,2.8,0,0,0.22960117545101974
4551,4,4,2,2.0,0,0,0.3953625264605929
4042,16,16,6,2.6666666666666665,0,0,0.36620757322278213
2599,15,14,4,3.75,0,0,0.24449974152478604
1045,9,8,3,3.0,0,0,0.22199741673807863
4677,7,6,3,2.3333333333333335,0,0,0.10142414785898572
3269,5,5,2,2.5,0,0,0.22560097620481678
4368,8,8,4,2.0,0,0,0.1986508094777072
1111,11,11,4,2.75,0,0,0.14271504900828363
4841,11,9,4,2.75,0,0,0.10115674683497493
3047,5,5,2,2.5,0,0,0.23659157856282365
4349,8,7,4,2.0,0,0,0.1418738709129919
3580,4,4,2,2.0,0,0,0.4637974602852466
2370,19,18,7,2.7142857142857144,0,0,0.2770993338420218
3094,17,16,8,2.125,0,0,0.30921531156842785
1146,20,19,7,2.857142857142857,0,0,0.2993639515919038
2287,8,7,4,2.0,0,0,0.1453927815411452
4837,10,9,4,2.5,0,0,0.06196876373403933
4464,17,14,8,2.125,0,0,0.2774520209079054
2940,11,10,4,2.75,0,0,0.13720361934272404
4972,13,12,6,2.1666666666666665,0,0,0.19475069228509048
4890,12,11,5,2.4,0,0,0.09812441948736722
4295,11,11,3,3.6666666666666665,0,0,0.2917175187832768
2729,18,16,7,2.5714285714285716,0,0,0.19262222916363234
1125,11,9,5,2.2,0,0,0.12326293921628373
3717,10,9,4,2.5,0,0,0.026524495253124766
3809,9,9,4,2.25,0,0,0.123174205963545
3437,14,13,6,2.3333333333333335,0,0,0.1511328211599583
1481,4,2,2,2.0,0,0,0.47552109596773656
1050,14,13,6,2.3333333333333335,0,0,0.11559648792415349
4117,15,14,6,2.5,0,0,0.10173985488417907
1630,4,4,2,2.0,0,0,0.13991575595592612
3715,7,4,3,2.3333333333333335,1,1,0.6096195161270366
3512,4,4,2,2.0,0,0,0.48665618370142694
1197,18,14,6,3.0,0,0,0.20868636796880402
3112,8,6,4,2.0,0,0,0.12767842037909813
4502,9,9,4,2.25,0,0,0.19864740382869817
4719,16,12,7,2.2857142857142856,0,0,0.31777721676661863
1516,4,4,2,2.0,0,0,0.20626411038101664
4281,13,11,5,2.6,0,0,0.07095519271380903
1566,21,17,9,2.3333333333333335,0,0,0.38376825735931624
4641,10,10,5,2.0,0,0,0.2797996797162376
2561,9,9,4,2.25,0,0,0.07776289397560389
2344,25,23,6,4.166666666666667,1,1,0.6775032552710932
2643,12,10,5,2.4,0,0,0.07142469547250528
4863,4,4,2,2.0,0,0,0.3308726401159938
2264,8,8,3,2.6666666666666665,0,0,0.1054596245846804
3168,12,11,5,2.4,0,0,0.07077098154773862
1282,10,8,5,2.0,0,0,0.1676277419636714
2832,11,10,5,2.2,0,0,0.12759868202184313
3067,10,10,5,2.0,0,0,0.2047447781648737
1847,9,8,4,2.25,0,0,0.03802531504441025
3525,9,8,2,4.5,1,1,0.5268505011727069
1231,16,16,7,2.2857142857142856,0,0,0.3437483795429214
3471,10,8,4,2.5,0,0,0.2543648595018679
1577,2,2,1,2.0,0,0,0.2211173225478523
3463,8,8,4,2.0,0,0,0.27921018179674034
3518,16,13,6,2.6666666666666665,0,0,0.23871644006361348
4325,9,9,4,2.25,0,0,0.11197893767994134
4947,14,14,5,2.8,0,0,0.23481524910562393
2194,15,14,5,3.0,0,0,0.15849313997840356
2868,21,18,8,2.625,0,0,0.31740978587811486
3211,4,4,2,2.0,0,0,0.17997005791299636
4537,13,12,6,2.1666666666666665,0,0,0.1482136944290242
2243,10,9,4,2.5,0,0,0.022329325170159776
2399,11,9,5,2.2,0,0,0.31033610549435847
4133,13,11,6,2.1666666666666665,0,0,0.1123774491040047
2937,17,14,7,2.4285714285714284,0,0,0.16724548606252068
1029,2,2,1,2.0,0,0,0.3964455624045606
4384,14,13,4,3.5,0,0,0.16891171950688189
3756,10,10,5,2.0,0,0,0.14151182282632016
